,gen,gene_name,description,te_family_suzukii,te_class_suzukii
2066,CG43982,cg43982,,nf_26_COPIA_1,LTR/COPIA
2067,CG4402,loxl2,Lysyl oxidase-like,Jockey-1_DT,LINE/JOCKEY
2068,CG18735,cg18735,,nf_23_HELITRON_1,DNA/RC
2069,CG4363,cg4363,,nf_23_HELITRON_1,DNA/RC
2070,CG4372,cg4372,,nf_23_HELITRON_1,DNA/RC
2071,CR30406,trna:gly-tcc-2-2,,nf_23_HELITRON_1,DNA/RC
2072,CG34368,fili,,nf_280_TIR_1,DNA/DNA
2073,CG6562,synj,,Gypsy-3_DBi-I,LTR/GYPSY
2074,CG13502,cg13502,,Gypsy-3_DBi-I,LTR/GYPSY
2075,CG43393,cg43393,,Gypsy-3_DBi-I,LTR/GYPSY
2076,CG11073,flap,,Gypsy-3_DBi-I,LTR/GYPSY
2077,CG9646,cg9646,,Gypsy-30_DWil-I_1,LTR/GYPSY
2078,CG6953,fat-spondin,,Gypsy-30_DWil-I_1,LTR/GYPSY
2079,CG8950,cg8950,,Gypsy-30_DWil-I_1,LTR/GYPSY
2080,CG6967,mov10,Mov10 RISC complex RNA,Gypsy-30_DWil-I_1,LTR/GYPSY
2081,CG30460,cg30460,,Gypsy-30_DWil-I_1,LTR/GYPSY
2082,CR43661,lncrna:cr43661,long non-coding,I-1_DT,LINE/I
2083,CG10939,cg10939,,nf_26_COPIA_1,LTR/COPIA
2084,CG6568,camp,Cathelicidin-like antimicrobial,nf_26_COPIA_1,LTR/COPIA
2085,CG30101,vajk4,,nf_26_COPIA_1,LTR/COPIA
2086,CG10938,prosalpha5,Proteasome alpha5,nf_26_COPIA_1,LTR/COPIA
2087,CG6556,cnk,connector enhancer of,nf_26_COPIA_1,LTR/COPIA
2088,CG4798,l(2)k01209,lethal (2),nf_157_PIFHARBINGER_1,DNA/PIFHARBINGER
2089,CG6550,cg6550,,nf_157_PIFHARBINGER_1,DNA/PIFHARBINGER
2090,CG4802,mtap,Methylthioadenosine,nf_157_PIFHARBINGER_1,DNA/PIFHARBINGER
2091,CG6522,tes,,nf_185_TIR_2,DNA/DNA
2092,CG4816,qkr54b,quaking related,nf_185_TIR_2,DNA/DNA
2093,CG43164,nw,,nf_23_HELITRON_1,DNA/RC
2094,CG34193,cg34193,,nf_47_GYPSY_1,LTR/GYPSY
2095,CG4847,ctsk2,Cathepsin,nf_100_I_1,LINE/I
2096,CG4853,cg4853,,nf_100_I_1,LINE/I
2097,CG11419,apc10,Anaphase Promoting Complex subunit,nf_100_I_1,LINE/I
2098,CG4866,cg4866,,nf_100_I_1,LINE/I
2099,CG33130,patronin,,nf_143_GYPSY_2,LTR/GYPSY
2100,CG4878,eif3b,eukaryotic translation initiation factor 3 subunit,nf_23_HELITRON_1,DNA/RC
2101,CG43370,cc2d2a,Coiled-coil and C2 domain containing,nf_23_HELITRON_1,DNA/RC
2102,CG34194,cg34194,,nf_23_HELITRON_1,DNA/RC
2103,CG4886,cyp33,,nf_23_HELITRON_1,DNA/RC
2104,CG6510,rpl18a,Ribosomal protein,nf_23_HELITRON_1,DNA/RC
2105,CG4903,mesr4,Misexpression suppressor of ras,nf_23_HELITRON_1,DNA/RC
2106,CG6484,cg6484,,I-7_DBi_1,LINE/I
2107,CG14483,cg14483,,I-7_DBi_1,LINE/I
2108,CR45275,asrna:cr45275,antisense,I-7_DBi_1,LINE/I
2109,CG6477,rhogap54d,Rho GTPase activating protein at,I-7_DBi_1,LINE/I
2110,CG4924,icln,,I-7_DBi_1,LINE/I
2111,CG30105,cg30105,,I-7_DBi_1,LINE/I
2112,CG34413,nkain,Na%2CK-ATPase,I-7_DBi_1,LINE/I
2113,CG34405,nacp60e,Na channel protein,nf_380_TIR_1,DNA/DNA
2114,CG2857,tpc2,Thiamine pyrophosphate carrier protein,nf_380_TIR_1,DNA/DNA
2115,CG9083,cg9083,,nf_380_TIR_1,DNA/DNA
2116,CG30425,rpl41,Ribosomal protein,nf_380_TIR_1,DNA/DNA
2117,CG15860,pain,,nf_138_GYPSY_1,LTR/GYPSY
2118,CG30427,cg30427,,nf_138_GYPSY_1,LTR/GYPSY
2119,CG2746,rpl19,Ribosomal protein,nf_185_TIR_2,DNA/DNA
2120,CG3776,cg3776,,nf_185_TIR_2,DNA/DNA
2121,CG9358,phk-3,Pherokine,nf_185_TIR_2,DNA/DNA
2122,CG2736,cg2736,,nf_185_TIR_2,DNA/DNA
2123,CR45252,lncrna:cr45252,long non-coding,nf_185_TIR_2,DNA/DNA
2124,CG2727,emp,epithelial membrane,nf_185_TIR_2,DNA/DNA
2125,CG12313,ttm2,tiny tim,nf_138_GYPSY_1,LTR/GYPSY
2126,CG18321,miple2,midkine and pleiotrophin,nf_138_GYPSY_1,LTR/GYPSY
2127,CG1221,miple1,midkine and pleiotrophin,nf_138_GYPSY_1,LTR/GYPSY
2128,CG13880,mrpl17,mitochondrial ribosomal protein,nf_360_HELITRON_1,DNA/RC
2129,CR42862,lncrna:cr42862,,nf_360_HELITRON_1,DNA/RC
2130,CG33229,cg33229,,nf_360_HELITRON_1,DNA/RC
2131,CG17142,pyx,,nf_360_HELITRON_1,DNA/RC
2132,CG16940,dis3l2,Dis3 like 3'-5' exoribonuclease,nf_360_HELITRON_1,DNA/RC
2133,CG13875,cg13875,,Gypsy-12_DEl-I,LTR/GYPSY
2134,CG7047,vdup1,Vitamin D[[3]] up-regulated protein,Gypsy-12_DEl-I,LTR/GYPSY
2135,CG7049,cg7049,,Gypsy-12_DEl-I,LTR/GYPSY
2136,CR45806,asrna:cr45806,antisense,Gypsy-12_DEl-I,LTR/GYPSY
2137,CG7051,dic61b,Dynein intermediate chain at,nf_70_GYPSY_1,LTR/GYPSY
2138,CG6845,cg6845,,Jockey-1_DT,LINE/JOCKEY
2139,CG17061,mthl10,methuselah-like,nf_360_HELITRON_1,DNA/RC
2140,CG6936,mth,,nf_360_HELITRON_1,DNA/RC
2141,CG1228,ptpmeg,Protein tyrosine phosphatase,nf_360_HELITRON_1,DNA/RC
2142,CG42865,trh,,nf_381_TIR_1,DNA/DNA
2143,CG17046,klar,,nf_294_TIR_1,DNA/DNA
2144,CR33660,sncrna:438,,nf_294_TIR_1,DNA/DNA
2145,CR46002,lncrna:cr46002,long non-coding,nf_52_LTR_1,LTR/BELPAO
2146,CG17090,hipk,Homeodomain interacting protein,nf_381_TIR_1,DNA/DNA
2147,CG12169,ppm1,,nf_355_TIR_1,DNA/DNA
2148,CG17181,kah,,nf_355_TIR_1,DNA/DNA
2149,CG13893,cg13893,,nf_23_HELITRON_1,DNA/RC
2150,CG3200,reg-2,Rhythmically expressed gene,nf_23_HELITRON_1,DNA/RC
2151,CR44513,lncrna:cr44513,long non-coding,nf_23_HELITRON_1,DNA/RC
2152,CR42719,lncrna:cr42719,long non-coding,nf_23_HELITRON_1,DNA/RC
2153,CR43334,lncrna:cr43334,long non-coding,nf_381_TIR_1,DNA/DNA
2154,CR43423,lncrna:cr43423,long non-coding,nf_381_TIR_1,DNA/DNA
2155,CR43018,mir-ban,,nf_381_TIR_1,DNA/DNA
2156,CG12030,gale,UDP-galactose,nf_381_TIR_1,DNA/DNA
2157,CG3402,cg3402,,nf_381_TIR_1,DNA/DNA
2158,CG17183,med30,Mediator complex subunit,nf_381_TIR_1,DNA/DNA
2159,CG12189,rev1,DNA polymerase,nf_381_TIR_1,DNA/DNA
2160,CG12038,aln,,nf_23_HELITRON_1,DNA/RC
2161,CG18214,trio,,nf_23_HELITRON_1,DNA/RC
2162,CR45811,lncrna:cr45811,long non-coding,nf_23_HELITRON_1,DNA/RC
2163,CG9205,cg9205,,nf_381_TIR_1,DNA/DNA
2164,CG9166,cg9166,,nf_381_TIR_1,DNA/DNA
2165,CG7971,srrm234,Serine-arginine repetitive matrix,nf_381_TIR_1,DNA/DNA
2166,CG7974,cg7974,,nf_381_TIR_1,DNA/DNA
2167,CG7977,rpl23a,Ribosomal protein,nf_381_TIR_1,DNA/DNA
2168,CR42453,uhg7,,nf_381_TIR_1,DNA/DNA
2169,CR34634,snorna:me28s-a2634c,,nf_381_TIR_1,DNA/DNA
2170,CR46371,snorna:or-cd15,snoRNA:Orphan C/D box,nf_381_TIR_1,DNA/DNA
2171,CG7980,rabx5,,nf_381_TIR_1,DNA/DNA
2172,CG13930,cg13930,,nf_381_TIR_1,DNA/DNA
2173,CG7991,cg7991,,nf_381_TIR_1,DNA/DNA
2174,CG12011,cg12011,,Mariner-1_DF,DNA/TC1MARINER
2175,CG18171,cg18171,,nf_381_TIR_1,DNA/DNA
2176,CG12035,cg12035,,nf_381_TIR_1,DNA/DNA
2177,CG13924,cg13924,,nf_381_TIR_1,DNA/DNA
2178,CG1828,dre4,,nf_381_TIR_1,DNA/DNA
2179,CG13937,cg13937,,nf_381_TIR_1,DNA/DNA
2180,CG18315,aprt,Adenine,nf_381_TIR_1,DNA/DNA
2181,CG12026,tmhs,Tetraspan membrane protein in hair cell,nf_381_TIR_1,DNA/DNA
2182,CG42234,dbx,,nf_322_TIR_1,DNA/CMC
2183,CR32312,trna:cys-gca-2-1,,nf_322_TIR_1,DNA/CMC
2184,CR45826,lncrna:cr45826,long non-coding,nf_322_TIR_1,DNA/CMC
2185,CG46523,cg46523,dicistronic,nf_322_TIR_1,DNA/CMC
2186,CG5687,cg5687,dicistronic,nf_322_TIR_1,DNA/CMC
2187,CG42841,cg42841,,Mariner-1_DF,DNA/TC1MARINER
2188,CR44535,lncrna:cr44535,long non-coding,Mariner-1_DF,DNA/TC1MARINER
2189,CG42357,grl62a,Gustatory receptor-like,nf_381_TIR_1,DNA/DNA
2190,CG42356,grl62b,Gustatory receptor-like,nf_381_TIR_1,DNA/DNA
2191,CG34259,grl62c,Gustatory receptor-like,nf_117_TIR_1,DNA/CMC
2192,CG8960,cg8960,,nf_381_TIR_1,DNA/DNA
2193,CG15878,cg15878,,nf_381_TIR_1,DNA/DNA
2194,CG43745,msr2,Myosuppressin receptor,nf_105_PIFHARBINGER_1,DNA/PIFHARBINGER
2195,CR45427,lncrna:cr45427,long non-coding,nf_105_PIFHARBINGER_1,DNA/PIFHARBINGER
2196,CG8985,msr1,Myosuppressin receptor,nf_381_TIR_1,DNA/DNA
2197,CG1317,cg1317,,Gypsy-30_DWil-I_1,LTR/GYPSY
2198,CG8993,cg8993,,Gypsy-30_DWil-I_1,LTR/GYPSY
2199,CG1320,mrpl23,mitochondrial ribosomal protein,Gypsy-30_DWil-I_1,LTR/GYPSY
2200,CG9004,cg9004,,Gypsy-30_DWil-I_1,LTR/GYPSY
2201,CG15877,cg15877,,Gypsy-30_DWil-I_1,LTR/GYPSY
2202,CG16762,cg16762,,nf_215_TIR_1,DNA/TC1MARINER
2203,CG16761,cyp4d20,Cytochrome P450,nf_215_TIR_1,DNA/TC1MARINER
2204,CG16757,spn,,nf_143_GYPSY_2,LTR/GYPSY
2205,CG12002,pxn,,nf_381_TIR_1,DNA/DNA
2206,CR45981,lncrna:cr45981,long non-coding,nf_381_TIR_1,DNA/DNA
2207,CR45982,lncrna:cr45982,long non-coding,nf_26_COPIA_1,LTR/COPIA
2208,CR45660,lncrna:cr45660,long non-coding,nf_26_COPIA_1,LTR/COPIA
2209,CG1244,mep-1,dicistronic,nf_26_COPIA_1,LTR/COPIA
2210,CG42245,cg42245,dicistronic,nf_26_COPIA_1,LTR/COPIA
2211,CG12186,prors-m,Prolyl-tRNA synthetase%2C,Gypsy21-I_Dpse,LTR/GYPSY
2212,CG42303,snup,,Gypsy21-I_Dpse,LTR/GYPSY
2213,CG42304,cg42304,dicistronic,Gypsy21-I_Dpse,LTR/GYPSY
2214,CG33233,cg33233,,Gypsy21-I_Dpse,LTR/GYPSY
2215,CG33234,cg33234,,Gypsy21-I_Dpse,LTR/GYPSY
2216,CR44531,lncrna:cr44531,long non-coding,nf_358_MITE_1,DNA/MITE
2217,CG2114,fmrfar,FMRFamide,I-4_DBp,LINE/I
2218,CG32488,cg32488,,nf_381_TIR_1,DNA/DNA
2219,CG32487,cg32487,,nf_381_TIR_1,DNA/DNA
2220,CG2075,aly,always,nf_23_HELITRON_1,DNA/RC
2221,CG5047,mterf3,mitochondrial transcription termination factor,nf_159_LINE_1,LINE/JOCKEY
2222,CG5104,cg5104,,nf_159_LINE_1,LINE/JOCKEY
2223,CG10580,fng,,nf_11_MAVERICK_1,DNA/Maverick
2224,CR45243,lncrna:cr45243,long non-coding,nf_11_MAVERICK_1,DNA/Maverick
2225,CG32435,chb,chromosome,nf_381_TIR_1,DNA/DNA
2226,CG42337,cg42337,,nf_381_TIR_1,DNA/DNA
2227,CR45951,asrna:cr45951,antisense,nf_381_TIR_1,DNA/DNA
2228,CG10523,park,,nf_381_TIR_1,DNA/DNA
2229,CG34261,targ3,Terminal ADP-ribose protein glycohydrolase,nf_381_TIR_1,DNA/DNA
2230,CG33054,targ1,Terminal ADP-ribose protein glycohydrolase,nf_381_TIR_1,DNA/DNA
2231,CG7752,pzg,,nf_196_TIR_1,DNA/HAT
2232,CG11310,cpr78ca,Cuticular protein,nf_196_TIR_1,DNA/HAT
2233,CR46068,asrna:cr46068,antisense,nf_23_HELITRON_1,DNA/RC
2234,CG7338,tsr1,Tsr1 ribosome assembly,nf_23_HELITRON_1,DNA/RC
2235,CG32388,cg32388,dicistronic,nf_117_TIR_1,DNA/CMC
2236,CG43439,cg43439,dicistronic,nf_117_TIR_1,DNA/CMC
2237,CR46000,lncrna:cr46000,long non-coding,nf_117_TIR_1,DNA/CMC
2238,CR32385,lncrna:cr32385,long non-coding,nf_117_TIR_1,DNA/CMC
2239,CG10060,galphai,G protein alpha subunit,nf_117_TIR_1,DNA/CMC
2240,CG10063,cg10063,,nf_117_TIR_1,DNA/CMC
2241,CG9953,cg9953,,nf_117_TIR_1,DNA/CMC
2242,CG10064,cg10064,,nf_117_TIR_1,DNA/CMC
2243,CG10118,ple,,nf_23_HELITRON_1,DNA/RC
2244,CG8519,cg8519,,nf_23_HELITRON_1,DNA/RC
2245,CG10121,sp1173,,nf_23_HELITRON_1,DNA/RC
2246,CR45173,lncrna:cr45173,long non-coding,nf_381_TIR_1,DNA/DNA
2247,CR45239,lncrna:cr45239,long non-coding,nf_381_TIR_1,DNA/DNA
2248,CR45238,lncrna:cr45238,long non-coding,nf_381_TIR_1,DNA/DNA
2249,CG18769,mcu,Mitochondrial calcium,nf_381_TIR_1,DNA/DNA
2250,CG32397,jv,,nf_381_TIR_1,DNA/DNA
2251,CG8339,sfl,,nf_23_HELITRON_1,DNA/RC
2252,CR46500,lncrna:cr46500,long non-coding,nf_23_HELITRON_1,DNA/RC
2253,CG7018,ets65a,Ets at,nf_339_TIR_1,DNA/DNA
2254,CR46001,lncrna:cr46001,long non-coding,nf_339_TIR_1,DNA/DNA
2255,CG32100,cg32100,,nf_324_TIR_1,DNA/DNA
2256,CG10335,pbgs,Porphobilinogen,nf_324_TIR_1,DNA/DNA
2257,CG4300,sms,Spermine,nf_324_TIR_1,DNA/DNA
2258,CG32102,cg32102,,Gypsy-30_DWil-I_1,LTR/GYPSY
2259,CG10616,cg10616,,Gypsy-30_DWil-I_1,LTR/GYPSY
2260,CG10663,cg10663,,Gypsy-30_DWil-I_1,LTR/GYPSY
2261,CG10660,cg10660,,nf_23_HELITRON_1,DNA/RC
2262,CG42333,sytbeta,Synaptotagmin,nf_85_I_1,LINE/I
2263,CG5392,reck,Reversion-inducing-cysteine-rich protein with kazal,nf_253_TIR_1,DNA/DNA
2264,CR45398,lncrna:cr45398,long non-coding,nf_381_TIR_1,DNA/DNA
2265,CR44702,lncrna:cr44702,long non-coding,nf_381_TIR_1,DNA/DNA
2266,CG17177,cg17177,,nf_381_TIR_1,DNA/DNA
2267,CG13474,cg13474,,nf_381_TIR_1,DNA/DNA
2268,CG5048,dnaaf6,Dynein axonemal assembly factor,nf_381_TIR_1,DNA/DNA
2269,CG32139,sox21b,,nf_381_TIR_1,DNA/DNA
2270,CG7345,sox21a,,nf_381_TIR_1,DNA/DNA
2271,CG8745,cg8745,,nf_381_TIR_1,DNA/DNA
2272,CR42962,mir-289,mir-289 stem,nf_381_TIR_1,DNA/DNA
2273,CR45178,lncrna:cr45178,long non-coding,nf_381_TIR_1,DNA/DNA
2274,CR45825,lncrna:cr45825,long non-coding,nf_381_TIR_1,DNA/DNA
2275,CR43433,asrna:cr43433,antisense,nf_23_HELITRON_1,DNA/RC
2276,CR43874,lncrna:cr43874,long non-coding,nf_98_GYPSY_1,LTR/GYPSY
2277,CG13723,cg13723,,nf_98_GYPSY_1,LTR/GYPSY
2278,CR44563,lncrna:cr44563,long non-coding,nf_185_TIR_2,DNA/DNA
2279,CR44564,lncrna:cr44564,long non-coding,nf_185_TIR_2,DNA/DNA
2280,CG6479,cg6479,,nf_185_TIR_2,DNA/DNA
2281,CR32173,trna:pro-cgg-2-2,,nf_185_TIR_2,DNA/DNA
2282,CR32288,trna:cys-gca-1-1,,nf_185_TIR_2,DNA/DNA
2283,CG13727,cg13727,,nf_185_TIR_2,DNA/DNA
2284,CG16793,brv2,,nf_185_TIR_2,DNA/DNA
2285,CG6456,mip,Myoinhibiting peptide,nf_185_TIR_2,DNA/DNA
2286,CR44347,lncrna:cr44347,long non-coding,BEL-2_DBi-I,LTR/BELPAO
2287,CG12523,cg12523,,BEL-2_DBi-I,LTR/BELPAO
2288,CR46231,lncrna:cr46231,long non-coding,BEL-2_DBi-I,LTR/BELPAO
2289,CR46230,lncrna:cr46230,long non-coding,BEL-2_DBi-I,LTR/BELPAO
2290,CR44545,lncrna:cr44545,long non-coding,nf_23_HELITRON_1,DNA/RC
2291,CG6449,nija,Ninjurin,REP-2_DEl,DNA/P
2292,CG6463,nd-13b,NADH dehydrogenase (ubiquinone) 13 kDa B,REP-2_DEl,DNA/P
2293,CG33493,cg33493,,REP-2_DEl,DNA/P
2294,CG11811,cg11811,,REP-2_DEl,DNA/P
2295,CG32067,simj,,nf_238_TIR_1,DNA/TC1MARINER
2296,CG32068,adi1,Acireductone dioxygenase,nf_238_TIR_1,DNA/TC1MARINER
2297,CG8003,cg8003,,nf_238_TIR_1,DNA/TC1MARINER
2298,CG32066,cg32066,,nf_238_TIR_1,DNA/TC1MARINER
2299,CG14153,cg14153,,nf_113_GYPSY_1,LTR/GYPSY
2300,CG14154,cg14154,,nf_113_GYPSY_1,LTR/GYPSY
2301,CG6527,cg6527,,nf_378_TIR_1,DNA/DNA
2302,CG32063,s-lap3,Sperm-Leucylaminopeptidase,nf_26_COPIA_1,LTR/COPIA
2303,CG6539,gem3,Gemin,nf_26_COPIA_1,LTR/COPIA
2304,CR46004,lncrna:cr46004,long non-coding,nf_23_HELITRON_1,DNA/RC
2305,CR46003,lncrna:cr46003,long non-coding,nf_23_HELITRON_1,DNA/RC
2306,CR46449,lncrna:cr46449,long non-coding,nf_23_HELITRON_1,DNA/RC
2307,CG32057,dpr10,defective proboscis extension response,nf_381_TIR_1,DNA/DNA
2308,CG8072,cg8072,,nf_381_TIR_1,DNA/DNA
2309,CG11989,vnc,variable nurse,nf_23_HELITRON_1,DNA/RC
2310,CG42455,cg42455,dicistronic,nf_23_HELITRON_1,DNA/RC
2311,CG6674,cg6674,,nf_23_HELITRON_1,DNA/RC
2312,CG8091,dronc,Death regulator Nedd2-like,nf_23_HELITRON_1,DNA/RC
2313,CG8108,ciz1,Ciz1 zinc finger,nf_23_HELITRON_1,DNA/RC
2314,CG6718,ipla2-via,calcium-independent phospholipase A2,nf_23_HELITRON_1,DNA/RC
2315,CG10809,cg10809,,nf_23_HELITRON_1,DNA/RC
2316,CG6721,rasgap1,Ras GTPase activating protein,nf_23_HELITRON_1,DNA/RC
2317,CG8177,ae2,Anion exchanger,nf_381_TIR_1,DNA/DNA
2318,CR45407,lncrna:cr45407,long non-coding,nf_381_TIR_1,DNA/DNA
2319,CG42268,cg42268,,nf_381_TIR_1,DNA/DNA
2320,CR31228,trna:pro-tgg-1-5,,nf_18_LTR_1,LTR/GYPSY
2321,CG3715,shc,SHC-adaptor,nf_185_TIR_1,DNA/HAT
2322,CG3705,aay,,nf_185_TIR_1,DNA/HAT
2323,CR43481,asrna:cr43481,antisense,nf_143_GYPSY_2,LTR/GYPSY
2324,CG4167,hsp67ba,Heat shock gene,nf_143_GYPSY_2,LTR/GYPSY
2325,CG4183,hsp26,Heat shock protein,nf_143_GYPSY_2,LTR/GYPSY
2326,CG4461,cg4461,,nf_143_GYPSY_2,LTR/GYPSY
2327,CG4456,cg4456,dicistronic,nf_143_GYPSY_2,LTR/GYPSY
2328,CG4460,hsp22,Heat shock protein,nf_143_GYPSY_2,LTR/GYPSY
2329,CG4190,hsp67bc,Heat shock gene,nf_143_GYPSY_2,LTR/GYPSY
2330,CG4205,fdx1,Ferredoxin,nf_143_GYPSY_2,LTR/GYPSY
2331,CG4452,cg4452,,nf_143_GYPSY_2,LTR/GYPSY
2332,CG10923,klp67a,Kinesin-like protein at,nf_23_HELITRON_1,DNA/RC
2333,CG4447,mrrf1,mitochondrial ribosome recycling factor,nf_23_HELITRON_1,DNA/RC
2334,CG4432,pgrp-lc,Peptidoglycan recognition protein,nf_158_LTR_1,LTR/LTR
2335,CG32042,pgrp-la,Peptidoglycan recognition protein,nf_158_LTR_1,LTR/LTR
2336,CG4484,slc45-1,Solute carrier family 45 member,nf_381_TIR_1,DNA/DNA
2337,CG32031,argk1,Arginine kinase,nf_293_LINE_1,LINE/I
2338,CG5144,argk2,Arginine kinase,nf_378_TIR_1,DNA/DNA
2339,CG5133,doc1,,nf_378_TIR_1,DNA/DNA
2340,CR46451,lncrna:cr46451,long non-coding,nf_378_TIR_1,DNA/DNA
2341,CG5093,doc3,,nf_360_HELITRON_1,DNA/RC
2342,CG5087,cg5087,,nf_360_HELITRON_1,DNA/RC
2343,CG5263,smg,,nf_360_HELITRON_1,DNA/RC
2344,CG5280,cg5280,,nf_360_HELITRON_1,DNA/RC
2345,CG5068,cg5068,,nf_360_HELITRON_1,DNA/RC
2346,CG4999,tsp66e,Tetraspanin,nf_23_HELITRON_1,DNA/RC
2347,CG5747,mfr,,nf_23_HELITRON_1,DNA/RC
2348,CG5751,trpa1,Transient receptor potential cation channel,nf_23_HELITRON_1,DNA/RC
2349,CG4978,mcm7,Minichromosome maintenance,nf_85_I_1,LINE/I
2350,CR45871,asrna:cr45871,antisense,nf_85_I_1,LINE/I
2351,CG4974,dally,division abnormally,nf_85_I_1,LINE/I
2352,CG6282,cg6282,,nf_138_GYPSY_1,LTR/GYPSY
2353,CG5989,cg5989,,nf_138_GYPSY_1,LTR/GYPSY
2354,CG6253,rpl14,Ribosomal protein,nf_138_GYPSY_1,LTR/GYPSY
2355,CR32911,snorna:u49:66da,,nf_138_GYPSY_1,LTR/GYPSY
2356,CG5994,nelf-e,Negative elongation factor,nf_138_GYPSY_1,LTR/GYPSY
2357,CG43078,cg43078,,nf_138_GYPSY_1,LTR/GYPSY
2358,CG6817,foi,,nf_369_LTR_1,LTR/LTR
2359,CG6662,gsto1,Glutathione S transferase,nf_369_LTR_1,LTR/LTR
2360,CG6673,gsto2,Glutathione S transferase,nf_369_LTR_1,LTR/LTR
2361,CG6781,se,,nf_369_LTR_1,LTR/LTR
2362,CG6776,gsto3,Glutathione S transferase,nf_369_LTR_1,LTR/LTR
2363,CG32354,cg32354,,nf_10_TIR_1,DNA/DNA
2364,CG7127,exo70,Exocyst,nf_369_LTR_1,LTR/LTR
2365,CG18543,mtrm,,nf_369_LTR_1,LTR/LTR
2366,CG34461,cg34461,,nf_185_TIR_2,DNA/DNA
2367,CG13670,cg13670,,nf_185_TIR_2,DNA/DNA
2368,CG7185,cpsf6,Cleavage and polyadenylation specific factor,nf_185_TIR_2,DNA/DNA
2369,CR45409,lncrna:cr45409,long non-coding,nf_185_TIR_2,DNA/DNA
2370,CG7972,mus301,mutagen-sensitive,nf_132_GYPSY_1,LTR/GYPSY
2371,CG7504,setx,,nf_132_GYPSY_1,LTR/GYPSY
2372,CG7962,cds,CDP-diacylglycerol,nf_132_GYPSY_1,LTR/GYPSY
2373,CG7528,uba2,Ubiquitin-like activating enzyme,nf_132_GYPSY_1,LTR/GYPSY
2374,CG18767,mrpl36,mitochondrial ribosomal protein,nf_132_GYPSY_1,LTR/GYPSY
2375,CG43119,sarm,Sterile alpha and Armadillo,nf_23_HELITRON_1,DNA/RC
2376,CG7565,cg7565,,nf_23_HELITRON_1,DNA/RC
2377,CR43974,lncrna:cr43974,long non-coding,nf_10_TIR_1,DNA/DNA
2378,CR30292,trna:leu-cag-1-1,,nf_231_TIR_1,DNA/TC1MARINER
2379,CR32360,trna:leu-cag-1-4,,nf_231_TIR_1,DNA/TC1MARINER
2380,CR32363,trna:leu-cag-1-7,,nf_231_TIR_1,DNA/TC1MARINER
2381,CR32359,trna:leu-cag-1-3,,nf_231_TIR_1,DNA/TC1MARINER
2382,CR32361,trna:leu-cag-1-5,,nf_231_TIR_1,DNA/TC1MARINER
2383,CR32362,trna:leu-cag-1-6,,nf_231_TIR_1,DNA/TC1MARINER
2384,CR32358,trna:leu-cag-1-2,,nf_231_TIR_1,DNA/TC1MARINER
2385,CG7574,bip1,,nf_231_TIR_1,DNA/TC1MARINER
2386,CR45867,asrna:cr45867,antisense,nf_231_TIR_1,DNA/TC1MARINER
2387,CG10738,cg10738,,nf_294_TIR_1,DNA/DNA
2388,CG10116,cg10116,,nf_294_TIR_1,DNA/DNA
2389,CG10133,jmjd7,Jumonji domain containing,nf_294_TIR_1,DNA/DNA
2390,CG10732,cmb,,nf_294_TIR_1,DNA/DNA
2391,CG14109,cg14109,,nf_294_TIR_1,DNA/DNA
2392,CG10633,ir64a,Ionotropic receptor,nf_381_TIR_1,DNA/DNA
2393,CR45743,lncrna:cr45743,long non-coding,nf_381_TIR_1,DNA/DNA
2394,CR44516,lncrna:cr44516,long non-coding,nf_169_LINE_1,LINE/JOCKEY
2395,CR44515,lncrna:cr44515,long non-coding,nf_169_LINE_1,LINE/JOCKEY
2396,CG10635,pfdn4,Prefoldin,nf_169_LINE_1,LINE/JOCKEY
2397,CG4780,membrin,,nf_169_LINE_1,LINE/JOCKEY
2398,CG10640,uev1a,Ubiquitin-conjugating enzyme variant,nf_169_LINE_1,LINE/JOCKEY
2399,CG4769,cyt-c1,Cytochrome,nf_169_LINE_1,LINE/JOCKEY
2400,CG10642,klp64d,Kinesin-like protein at,nf_169_LINE_1,LINE/JOCKEY
2401,CR32420,trna:val-tac-1-1,,nf_355_TIR_1,DNA/DNA
2402,CR32421,trna:val-tac-1-2,,nf_355_TIR_1,DNA/DNA
2403,CG10645,lama,lamina,nf_355_TIR_1,DNA/DNA
2404,CG46456,cg46456,dicistronic,nf_355_TIR_1,DNA/DNA
2405,CR45742,lncrna:cr45742,long non-coding,nf_381_TIR_1,DNA/DNA
2406,CG32423,shep,alan,Gypsy-12_DEl-I,LTR/GYPSY
2407,CG4669,cg4669,,nf_293_I_2,LINE/I
2408,CR46198,lncrna:cr46198,long non-coding,nf_360_HELITRON_1,DNA/RC
2409,CG7509,cg7509,,nf_381_TIR_1,DNA/DNA
2410,CR44528,lncrna:cr44528,long non-coding,nf_381_TIR_1,DNA/DNA
2411,CR45740,lncrna:cr45740,long non-coding,nf_381_TIR_1,DNA/DNA
2412,CR45821,lncrna:cr45821,long non-coding,nf_381_TIR_1,DNA/DNA
2413,CG13712,cg13712,,I-7_DBi_1,LINE/I
2414,CR43879,lncrna:cr43879,long non-coding,I-7_DBi_1,LINE/I
2415,CG13713,cg13713,,nf_107_L2_1,LINE/L2
2416,CG15876,cg15876,,nf_107_L2_1,LINE/L2
2417,CG18418,cg18418,,nf_107_L2_1,LINE/L2
2418,CG43225,axo,,nf_381_TIR_1,DNA/DNA
